TAZ,longitude_center,latitude_center,TAZ12_TEXT,ACRES,DU16,DU45,POP16,POP45,GQPOP16,GQPOP45,RPOP16,RPOP45,SFD16,SFD45,MFD16,MFD45,TOCDU16,TOCDU45,OCSDU16,OCSDU45,OCMDU16,OCMDU45,SEN16,SEN45,UEN16,UEN45,REM16,REM45,EMP2016,RE2016,SE2016,OTH2016,PSCH2016,EMP2045,RE2045,SE2045,OTH2045,PSCH2045,Total Daily Trips Through TAZ 2016,Total Daily Trips Through TAZ 2045,Trip Difference,TAZ Origin,Max_Time Difference Peak,Min_Time Difference Peak,Sum_Time Difference Peak,Max_Time Difference Uncongested,Min_Time Difference Uncongested,Sum_Time Difference Uncongested,Max_Difference - Driving Distance,Min_Difference - Driving Distance,Sum_Difference - Driving Distance,Max_Trip Difference,Min_Trip Difference,Sum_Trip Difference
271,-117.86582059,33.85299276,0271,536.617574,8,8,15,15,0,0,15,15,6,6,2,2,8,8,6,6,2,2,0,0,0,0,10,10,12777,393,2170,10214,0,13066,484,2265,10317,0,35067.7,35309.6,241.900000000001,271,8.818325,-10.920113,287.509278999999,3.022168,-6.393104,-81.442917,2.467548,-6.016133,-10.347061,395.850438,-67.343939,79.4066849999996
667,-118.00274724,33.75550384,0667,161.271544,877,884,3392,3468,111,116,3281,3352,129,131,748,753,843,859,129,131,714,728,578,546,0,0,1374,1423,496,30,363,86,17,567,32,425,93,17,9016.5,9257.7,241.200000000001,667,14.031263,-9.021999,3131.700609,3.022167,-6.393104,-110.779425,7.89135,-6.016129,89.2229400000004,37.813308,-13.012987,125.618804
1251,-117.85773483,33.65318083,1251,78.807693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,400,0,450,6,16,428,0,662.1,903.1,241,1251,1.611891,-14.834251,-6380.133368,3.022183,-6.393093,-134.31542,4.975732,-6.016133,-51.72781,8.284203,-0.032547,120.989523
318,-117.75000452,33.83009834,0318,588.983486,502,544,1484,1631,0,0,1484,1631,407,442,95,102,488,537,398,435,90,102,516,481,0,0,705,791,233,22,92,94,25,236,25,92,94,25,4788.9,5028.6,239.700000000001,318,7.924862,-13.498108,-2753.77298500001,3.006611,-6.408654,-157.610026000001,3.536182,-7.235325,-91.6477270000001,11.032945,-26.92867,116.569216
1559,-117.57889366,33.62603744,1559,926.120095,791,793,2256,2294,0,0,2256,2294,696,698,95,95,766,772,677,681,89,91,0,0,0,0,1183,1218,285,0,90,195,0,309,0,112,197,0,7395,7633.8,238.8,1559,13.71949,-12.218163,2990.831739,1.949326,-10.648905,-164.436053,2.21022,-6.417143,-110.806205,24.384939,-17.154882,121.301247
409,-117.91897677,33.7976747,0409,67.209238,260,260,734,745,0,0,734,745,66,66,194,194,249,252,64,64,185,188,0,0,0,0,507,521,420,0,367,53,0,465,25,377,63,0,4684.2,4920,235.8,409,8.886923,-11.017749,-754.747477,2.989548,-6.425728,-214.355451999994,5.294252,-6.016136,-22.740601,76.405494,-27.164348,113.006357
1716,-117.63639128,33.4739147,1716,399.475325,813,823,2469,2528,8,8,2461,2520,739,741,74,82,800,813,729,733,71,80,0,0,0,0,1268,1316,386,0,40,346,0,428,7,62,359,0,7768.9,8002.5,233.6,1716,18.06691,-14.067677,14643.903767,0.372142999999999,-8.543802,-269.172191,3.879153,-9.190492,-267.993426,43.434809,-24.440966,119.229453
151,-117.84442553,33.8858375,0151,46.895194,225,225,427,434,0,0,427,434,0,0,225,225,216,218,0,0,216,218,0,0,0,0,186,190,216,0,196,20,0,265,0,244,21,0,2573,2804.4,231.4,151,9.550472,-12.384575,822.174204000001,3.022167,-6.393101,-76.1056380000001,1.776962,-6.016132,-23.888559,16.790942,-0.747194,117.570731
504,-118.0424245,33.83387304,0504,79.552283,327,327,1200,1216,0,0,1200,1216,115,115,212,212,321,321,115,114,206,207,559,531,0,0,565,584,377,20,158,171,28,449,26,204,191,28,3157.7,3388.9,231.2,504,14.938908,-6.687195,4538.818624,3.022171,-6.393093,-81.6148860000005,3.891774,-6.01614,-100.287675999999,9.82936699999999,-8.251411,119.894951
255,-117.76927465,33.86222712,0255,630.784804,1178,1178,3896,3951,0,0,3896,3951,1178,1178,0,0,1166,1169,1166,1169,0,0,0,0,0,0,2186,2244,2597,463,808,1326,0,2731,561,826,1344,0,22682.8,22913.7,230.900000000001,255,10.649006,-12.407387,1627.967801,2.980717,-6.434555,-159.050398999997,1.776962,-6.016132,-29.882262,65.184445,-84.925581,94.6016200000003
882,-118.02008361,33.74078806,0882,158.207705,606,609,1766,1797,11,11,1755,1786,606,606,0,3,598,603,598,600,0,3,651,619,0,0,843,869,364,21,195,120,28,421,28,237,128,28,6079.5,6310.1,230.6,882,13.829371,-8.231179,2326.025133,3.022167,-6.393104,-151.149102,8.602,-6.016133,45.1451880000001,13.057893,-6.185596,121.996144
686,-117.98526015,33.74109981,0686,157.969784,938,960,3233,3351,100,100,3133,3251,343,349,595,611,852,884,327,338,525,546,471,441,0,0,1441,1512,580,156,174,227,23,638,169,207,239,23,10343.9,10573.4,229.5,686,12.846169,-9.627205,1619.543895,3.022175,-6.393101,-177.633011,7.618065,-6.016136,28.207737,27.193224,-3.844485,118.011371
833,-117.77124173,33.77559527,0833,404.505293,462,485,1322,1404,8,8,1314,1396,462,483,0,2,450,475,450,473,0,2,0,0,0,0,666,715,127,0,51,76,0,149,0,73,76,0,4023.8,4253.1,229.3,833,4.447647,-15.487457,-5583.51291400001,2.983349,-6.797978,-344.262557999997,2.947327,-7.109019,-183.240799,11.206385,-7.931355,117.773663
541,-117.97164467,33.80851056,0541,76.183586,443,443,1889,1915,6,6,1883,1909,163,163,280,280,425,429,161,163,264,266,0,0,0,0,628,647,107,0,18,89,0,146,12,38,96,0,3482.3,3711,228.7,541,10.982161,-9.13821,1703.050956,2.567593,-6.847675,-460.990851000003,3.891774,-6.016133,-37.965263,17.23178,-24.688185,117.101817
1328,-117.67572701,33.65403424,1328,169.572527,702,702,1994,2022,0,0,1994,2022,482,482,220,220,685,689,477,478,208,211,0,0,0,0,1267,1300,135,29,26,80,0,158,49,29,80,0,6367.4,6595.5,228.1,1328,10.534109,-11.879818,2552.474361,2.503467,-7.131273,-81.9246909999999,2.989666,-8.000309,-35.475034,123.40897,-70.634805,113.462709
406,-117.90203048,33.79754004,0406,233.209513,1783,1906,7412,7986,6,6,7406,7980,206,206,1577,1700,1596,1726,190,190,1406,1536,1032,1020,0,0,3059,3337,738,28,472,193,45,807,52,493,217,45,17643.9,17871.8,227.899999999998,406,8.959108,-10.945568,-656.340319000001,3.022175,-6.39310099999999,-121.166344,3.389125,-6.767671,-94.207476,432.931329,-145.746618,83.1567959999995
45,-117.9111305,33.92825098,0045,165.69691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,137,685,2567,0,3547,141,811,2595,0,9213.3,9440.6,227.300000000001,45,13.406682,-8.094353,5876.305285,2.858479,-6.556786,-340.947691999991,5.242064,-6.016129,6.23848099999999,37.621535,-14.100585,115.646005
94,-117.97093462,33.88304079,0094,245.352244,1507,1507,4495,4557,5,5,4490,4552,573,573,934,934,1420,1431,559,559,861,872,0,0,0,0,2042,2095,284,3,86,195,0,313,3,115,195,0,9590.7,9815.3,224.599999999999,94,14.347576,-6.13488,5408.374753,3.022164,-6.39310099999999,-61.754762,9.272129,-6.016129,14.28652,42.594978,-13.415282,110.799194
657,-118.00283867,33.76277883,0657,162.487989,1237,1268,4522,4673,0,0,4522,4673,279,279,958,989,1187,1232,266,268,921,964,519,489,0,0,1900,1989,854,63,289,474,28,920,67,344,481,28,11537,11761.4,224.4,657,14.069574,-9.312397,3072.33084,3.022167,-6.393105,-122.313677,5.406779,-6.016124,1.13299900000008,25.741185,-9.85201900000004,123.292976
1485,-117.73341907,33.55796914,1485,140.424102,79,79,724,739,446,457,278,282,79,79,0,0,78,78,78,78,0,0,652,561,427,1000,309,320,336,0,232,39,65,336,0,232,39,65,3438,3660.8,222.8,1485,12.68479,-9.849033,6115.46183600001,4.3321,-7.883079,-170.264512,2.83173,-5.620619,-39.167523,19.140338,-4.872915,89.462853
49,-117.86964183,33.92187676,0049,161.736823,841,841,2332,2364,0,0,2332,2364,552,552,289,289,812,817,545,546,267,271,593,558,0,0,1160,1193,283,0,95,160,28,328,0,134,166,28,6296.3,6518.4,222.099999999999,49,11.045712,-11.575833,3542.043943,3.022167,-6.393105,-74.4312360000001,2.251062,-6.016132,-97.211095,20.024265,-19.334563,113.83777
829,-117.77875584,33.78127358,0829,289.15101,380,398,1155,1220,0,0,1155,1220,380,391,0,7,367,387,367,380,0,7,0,0,0,0,467,498,143,0,68,75,0,165,0,86,79,0,3527.5,3749.4,221.9,829,3.758962,-15.516914,-6103.78642,2.983345,-6.797978,-334.782467999997,2.947329,-6.686618,-158.512133,11.171729,-8.056242,113.173444
1639,-117.73252045,33.52721238,1639,1360.251589,783,787,1841,1878,0,0,1841,1878,489,492,294,295,749,758,474,477,275,281,0,0,0,0,856,883,248,31,90,127,0,275,31,117,127,0,6697.8,6919.3,221.5,1639,15.826687,-9.547016,9064.3311,4.557772,-8.061894,-445.210442000007,5.120434,-5.620617,-89.0283419999999,9.971117,-11.962347,108.190909
1461,-117.74023002,33.59279622,1461,398.592882,1181,1191,3496,3565,0,0,3496,3565,929,929,252,262,1150,1165,918,918,232,247,0,0,0,0,1723,1780,215,8,51,156,0,238,8,74,156,0,10354.4,10575.2,220.800000000001,1461,13.911523,-11.391274,7301.888604,2.850683,-8.16384,-159.399168000001,2.627291,-6.852913,-99.2166329999999,49.218226,-18.747178,113.1339
1537,-117.66919554,33.55832613,1537,104.48245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,962,489,188,0,1810,963,659,188,0,17678.3,17899.1,220.799999999999,1537,17.069922,-8.47921,12515.267113,6.566106,-7.29982,-134.251115,4.729269,-5.620619,-34.495832,85.669094,-36.238027,118.275536
1549,-117.62002952,33.65015198,1549,173.3735,926,939,3005,3076,0,0,3005,3076,672,672,254,267,905,918,663,662,242,256,0,0,0,0,1826,1891,214,0,67,147,0,262,0,74,188,0,9349.4,9569.5,220.1,1549,12.661521,-11.257695,4151.935004,2.503466,-10.094764,-161.953605,2.21022,-7.973873,-131.49226,56.055628,-56.396087,107.900935
1444,-117.74198762,33.61859811,1444,232.348031,937,937,2400,2434,25,25,2375,2409,776,776,161,161,887,890,733,735,154,155,335,300,0,0,1257,1291,344,4,142,171,27,400,4,170,199,27,8087,8307,220,1444,10.971521,-13.285477,2940.99806999999,2.950722,-8.163844,-178.530592000001,2.673261,-6.184534,-72.0868079999999,44.031164,-38.011604,102.35739
536,-117.98020149,33.81390677,0536,160.81857,1137,1184,3850,4028,7,7,3843,4021,398,398,739,786,1063,1120,383,383,680,737,7,7,0,0,1707,1812,117,6,38,73,0,121,7,38,76,0,8062.9,8282.1,219.200000000001,536,11.767707,-9.104896,2012.959877,3.022167,-6.393105,-93.8484689999999,3.891774,-6.016125,-49.836822,29.59679,-29.878979,103.901881
795,-117.86303462,33.71257928,0795,180.427516,411,412,2236,2274,152,157,2084,2117,324,325,87,87,394,398,316,318,78,80,439,412,0,0,1160,1195,1069,83,195,769,22,1131,87,253,769,22,8587.3,8805.3,218,795,5.346461,-12.105263,-4958.932952,3.022179,-6.393093,-115.421371,2.210218,-6.016132,-57.76393,32.484231,-31.559157,111.355818
459,-117.84001008,33.80573543,0459,150.925614,519,519,1725,1749,0,0,1725,1749,241,241,278,278,508,510,241,241,267,269,1194,1118,0,0,965,991,1587,211,943,365,68,1703,240,1021,374,68,14893.3,15110.8,217.5,459,7.044232,-13.103863,-2623.276371,2.964959,-6.45031700000001,-223.603477000002,1.776964,-6.17315,-85.001526,80.648653,-42.4216730000001,87.4654599999997
927,-118.04580257,33.70944366,0927,112.709682,366,397,1063,1170,0,0,1063,1170,366,395,0,2,325,354,325,352,0,2,0,0,0,0,601,670,58,0,25,33,0,58,0,25,33,0,2729.9,2946,216.1,927,10.598379,-8.490906,256.764524999999,3.022167,-6.393104,-137.400665,9.299942,-6.016132,25.298095,6.79514,-1.978173,107.854155
26,-117.9636041,33.92195082,0026,116.793895,1338,1352,2813,2879,0,0,2813,2879,124,125,1214,1227,1234,1261,120,121,1114,1140,0,0,0,0,1614,1675,177,12,55,110,0,199,22,64,113,0,5811.5,6027.3,215.8,26,14.515514,-6.057518,6889.39911899999,3.022168,-6.393097,-216.59979,8.918628,-6.01614,64.5841079999999,30.438578,-11.301028,103.202519
1467,-117.72730826,33.58888228,1467,135.066968,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1764,48,836,880,0,1847,48,918,881,0,9273.6,9488.6,215,1467,13.575111,-11.088581,6950.865007,2.887501,-7.883622,-178.020958999999,2.085257,-6.852913,-176.656910999999,26.289596,-27.3960149999999,109.442873
1696,-117.69641986,33.4834592,1696,166.466916,889,892,2130,2169,0,0,2130,2169,219,222,670,670,849,859,216,219,633,640,0,0,0,0,1160,1197,251,3,44,204,0,289,5,73,211,0,6681.1,6896.1,215,1696,18.954739,-9.53766,11804.748094,2.096341,-7.415283,-158.85452,8.955111,-9.729987,-29.992066,18.434194,-20.385885,109.067197
1121,-117.82148849,33.73292173,1121,155.165001,1194,1194,3676,3728,9,9,3667,3719,275,275,919,919,1092,1103,262,262,830,841,638,600,0,0,1903,1954,615,147,197,244,27,670,159,226,258,27,12524.5,12739.4,214.9,1121,4.022948,-12.667725,-2785.333718,3.022178,-6.393093,-126.156277,2.210222,-6.016133,-61.405481,78.788472,-24.639109,102.793794
1550,-117.61540627,33.6447747,1550,320.442428,690,703,2527,2592,0,0,2527,2592,690,690,0,13,687,702,687,690,0,12,0,0,0,0,1301,1351,196,0,111,85,0,249,9,127,113,0,7901.3,8116.1,214.8,1550,12.710629,-11.082652,4227.31609299998,2.503468,-10.094761,-163.845229,2.21022000000001,-7.973873,-126.339895,45.818577,-47.502953,110.429769
982,-117.96900148,33.66859369,0982,77.80146,290,292,778,792,0,0,778,792,209,209,81,83,283,286,207,207,76,79,516,510,0,0,356,366,426,17,284,125,0,482,20,332,130,0,4894.2,5107.6,213.400000000001,982,8.078427,-11.73819,-1405.569361,3.022175,-6.393101,-182.178666,7.051138,-6.016132,2.19736400000003,7.626439,-4.102244,110.834947
1624,-117.71301179,33.56323784,1624,352.955652,0,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3222,1324,1095,803,0,3439,1414,1180,845,0,27880,28092,212,1624,14.676493,-9.0872,9050.80468599999,2.819821,-7.88308,-149.99812,2.714933,-5.620619,-40.914459,82.578266,-100.554717,56.5884249999996
923,-118.00219451,33.71191878,0923,158.54088,388,390,1114,1137,0,0,1114,1137,185,185,203,205,374,381,180,182,194,199,1725,1639,0,0,356,371,1203,299,359,454,91,1435,310,417,617,91,10245.8,10457.8,212,923,10.719139,-8.436989,283.899155999999,3.022175,-6.393101,-164.701612,7.636884,-6.016132,-2.29193900000001,14.923155,-8.17263399999999,113.515241
1576,-117.58318869,33.57661031,1576,1691.127302,1907,1913,6193,6294,0,0,6193,6294,1838,1841,69,72,1871,1885,1804,1813,67,72,0,0,0,0,2557,2624,460,7,102,351,0,530,16,164,350,0,17267.8,17479.7,211.900000000001,1576,16.732773,-15.857736,8433.21780500001,0.284424000000001,-14.381255,-475.326121,6.634359,-7.872408,-380.607335,105.935302,-56.294251,157.77027
43,-117.86300569,33.93056711,0043,1014.483579,749,884,2281,2749,0,0,2281,2749,532,657,217,227,736,874,526,652,210,222,1942,1820,0,0,1155,1315,6587,16,677,5799,95,6711,29,747,5840,95,17156.7,17368.6,211.899999999998,43,12.456913,-10.837692,5218.29299400001,3.022171,-6.393101,-65.1870400000001,4.699116,-6.01612900000001,-5.32328099999999,64.090365,-25.778219,136.778885
503,-118.03225656,33.83447209,0503,199.437464,807,873,2642,2847,11,11,2631,2836,577,631,230,242,780,850,573,627,207,223,0,0,0,0,1422,1558,1172,256,422,494,0,1284,266,445,573,0,10607,10817.7,210.700000000001,503,15.178456,-6.262374,4972.113273,3.022171,-6.393094,-72.4986899999999,3.891775,-6.016136,-109.781852,23.435585,-16.796432,105.144793
380,-117.89393593,33.81459625,0380,175.839301,0,0,137,138,137,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,81,3732,250,154,3328,0,3930,274,178,3478,0,9291,9501,210,380,8.42194,-10.312623,-755.333933,2.965389,-6.449886,-168.819132999996,2.646203,-6.016132,-52.675412,147.571977,-36.185331,97.0329209999999
1567,-117.56283112,33.54028188,1567,1731.594085,0,31,0,73,0,0,0,73,0,0,0,31,0,31,0,0,0,31,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,208.5,208.5,1567,16.771827,-15.818678,8501.165151,0.284424000000001,-14.381256,-475.32625,6.634359,-7.872408,-380.607216,11.879252,0,103.924362
549,-117.99605443,33.79198841,0549,113.693696,442,459,2452,2526,8,8,2444,2518,441,441,1,18,437,456,436,438,1,18,0,0,0,0,1081,1131,174,33,102,39,0,197,44,108,45,0,5311.7,5520,208.3,549,14.028418,-9.282673,2106.462237,2.87364899999999,-6.541618,-284.459355999998,8.895632,-6.015873,-72.7950729999996,51.197497,-31.13467,107.85753
1087,-117.91322329,33.65437908,1087,109.035629,1239,1257,3546,3642,165,170,3381,3472,61,79,1178,1178,1170,1202,59,77,1111,1125,0,0,0,0,1977,2057,1189,331,368,490,0,1282,348,437,497,0,15911.7,16119.7,208,1087,4.481082,-14.171398,-4875.12333000001,3.022178,-6.393097,-122.582828,3.488395,-7.247347,-61.958919,13.800421,-41.396888,96.3310040000001
56,-117.91123064,33.91922914,0056,81.471469,1,1,2,2,0,0,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1331,12,412,907,0,1467,16,468,983,0,4148.1,4355.6,207.5,56,13.557217,-7.541267,6197.97808699999,2.829125,-6.58614,-393.379863999997,5.24273,-6.01546099999999,1.01957100000001,14.202219,-3.231559,106.086138
934,-118.01079167,33.70281342,0934,238.658031,590,595,1571,1604,6,6,1565,1598,590,591,0,4,578,584,578,580,0,4,821,777,0,0,718,744,229,3,57,131,38,275,3,96,138,38,4818,5023.6,205.6,934,9.582283,-8.919827,-578.184793999998,3.022167,-6.393104,-163.567702,7.636883,-6.016133,2.29052300000006,13.458853,-3.277952,109.672546
1191,-117.79822685,33.6838547,1191,225.196259,1000,1000,2605,2640,6,6,2599,2634,438,438,562,562,968,975,431,431,537,544,2183,2111,0,0,1233,1265,373,4,244,66,59,434,13,296,66,59,10118.1,10322.7,204.6,1191,5.226018,-16.39634,-4054.859162,3.022181,-6.393091,-185.201594,2.210219,-6.016134,-308.124978,54.057478,-27.414184,102.307026
719,-117.9003597,33.75308679,0719,285.988756,1120,1180,6080,6409,0,0,6080,6409,696,702,424,478,1085,1147,679,686,406,461,2055,1897,0,0,2397,2559,542,14,236,204,88,575,14,265,208,88,14223.1,14427.4,204.299999999999,719,8.467125,-10.31575,-1565.335306,3.022175,-6.39310099999999,-132.758777,3.426393,-6.016133,154.648175,57.679932,-27.260903,95.0450710000004
964,-117.95027668,33.67601378,0964,242.70999,902,910,2311,2364,5,5,2306,2359,487,492,415,418,877,892,482,487,395,405,529,524,0,0,1350,1397,313,22,83,208,0,354,28,112,214,0,7726.8,7931,204.2,964,9.179659,-11.286602,-1058.258789,3.009029,-6.406246,-149.279325000001,2.210215,-6.016132,-68.359548,12.166775,-12.75432,108.460939
265,-117.81272359,33.86123062,0265,285.02836,3,3,3,3,0,0,3,3,1,1,2,2,3,3,1,1,2,2,246,243,0,0,1,1,4360,393,960,3007,0,4501,475,996,3030,0,17011.3,17213.9,202.600000000002,265,10.833896,-11.581623,2294.081138,3.022167,-6.393105,-82.5575370000001,1.776962,-6.01612900000001,-31.046772,61.269314,-33.052692,107.336074
918,-118.03703124,33.71349043,0918,80.121505,848,854,1605,1639,0,0,1605,1639,203,205,645,649,812,826,199,201,613,625,0,0,0,0,906,936,137,9,52,76,0,162,12,74,76,0,4804.9,5006.3,201.400000000001,918,10.226777,-8.29606700000001,18.628136999999,3.022171,-6.393101,-141.78086,9.29994,-6.016133,24.5962099999999,9.880518,-1.78434,104.967079
748,-117.91606476,33.74180791,0748,142.299667,829,906,4594,4734,0,0,4594,4734,271,271,558,635,813,897,271,271,542,626,695,656,0,0,1949,2033,362,40,100,189,33,386,44,116,193,33,10548.3,10748.7,200.400000000001,748,8.59906,-10.386894,-1584.028428,3.022175,-6.393101,-104.300178999999,3.426389,-6.016132,129.5423,27.420127,-10.08185,98.242253
1105,-117.80896068,33.74561235,1105,80.051107,370,370,978,991,3,3,975,988,113,113,257,257,347,351,107,107,240,244,150,148,0,0,416,425,1206,165,905,136,0,1320,194,963,163,0,12078.9,12279.1,200.200000000001,1105,3.959339,-12.137911,-3061.627047,3.02218,-6.393095,-124.26167,2.269683,-6.016132,-76.682257,32.0209,-23.9359740000001,91.6706729999999
1227,-117.75656754,33.66791043,1227,109.817157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5781,0,5371,410,0,6674,0,5643,1031,0,47047.9,47248.1,200.199999999997,1227,6.06911,-18.533152,-2509.921843,2.919199,-8.163842,-234.477006000004,2.210218,-6.18454,-44.0932920000001,227.101174,-575.537283,-161.623050000001
730,-117.93464582,33.74918193,0730,102.415146,585,585,2321,2353,0,0,2321,2353,136,136,449,449,568,574,133,133,435,441,501,461,0,0,1041,1069,203,0,122,56,25,229,15,132,57,25,5733.7,5933,199.3,730,8.942505,-9.934323,-1284.414947,2.888859,-6.526413,-176.548213,7.061189,-6.015876,109.410644000001,14.93559,-6.820547,101.474306
29,-117.91846177,33.92002992,0029,83.149146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,26,403,798,0,1340,28,465,847,0,4029.3,4228.5,199.2,29,13.695255,-7.40324399999999,6105.525665,2.79601700000001,-6.619248,-448.114027000011,5.242063,-6.016132,365.225331,17.75294,-15.75543,101.021089
428,-117.83804966,33.82653248,0428,74.596232,27,27,121,122,0,0,121,122,27,27,0,0,26,26,26,26,0,0,0,0,0,0,48,41,1614,874,576,164,0,1730,956,610,164,0,16504.8,16702.8,198,428,8.491884,-11.739803,-544.583780000001,3.022175,-6.393101,-88.7165560000001,1.776964,-6.016132,-24.154573,51.256789,-40.197404,89.6840559999998
515,-118.05880593,33.813925,0515,187.872845,1244,1244,3685,3736,7,7,3678,3729,428,428,816,816,1209,1221,421,421,788,800,0,0,0,0,1655,1698,357,16,259,82,0,383,22,272,89,0,7569,7766.7,197.7,515,15.730297,-8.848602,4740.91746200001,3.022171,-6.393093,-114.489688,3.891773,-6.016137,-83.4625489999999,15.995411,-25.311365,89.524041
443,-117.84915897,33.81404795,0443,65.579044,192,192,570,579,15,15,555,564,86,86,106,106,188,190,85,86,103,104,271,268,0,0,319,328,188,29,53,106,0,224,38,73,113,0,2400.7,2598.4,197.7,443,7.361723,-12.772823,-2196.180696,2.936615,-6.478661,-245.635707000001,2.564103,-6.016136,-205.3468,20.891808,-2.114565,99.3887560000001
354,-117.98900079,33.82112776,0354,163.009989,1028,1028,3365,3411,17,17,3348,3394,397,397,631,631,998,1005,397,397,601,608,687,646,0,0,1481,1518,434,9,240,136,49,470,33,246,142,49,8594.2,8789.7,195.5,354,13.692696,-8.713936,2828.338228,3.022167,-6.393097,-83.4061830000001,3.891775,-8.358094,-46.696465,20.233097,-20.540884,93.8023490000001
458,-117.84870619,33.80571809,0458,149.065055,548,548,1699,1722,9,9,1690,1713,504,504,44,44,531,533,490,491,41,42,0,0,0,0,922,945,527,36,357,134,0,576,57,379,140,0,7356.6,7550.9,194.299999999999,458,7.164517,-12.983581,-2536.03306,2.936611,-6.47866399999999,-316.616617999994,1.776965,-6.016133,55.1006739999998,62.187036,-19.54583,89.0396879999999
705,-117.8333051,33.77011152,0705,74.652093,577,577,2105,2135,0,0,2105,2135,84,84,493,493,548,554,81,81,467,473,0,0,0,0,1177,1210,288,9,140,139,0,315,9,165,141,0,6249.7,6442.7,193,705,6.099688,-10.885639,-2786.852191,3.022178,-6.393093,-84.226789,1.776964,-6.016133,-27.599713,21.563372,-12.271376,97.5563450000001
152,-117.87344901,33.87744856,0152,202.081241,962,962,3281,3326,54,54,3227,3272,606,606,356,356,927,936,597,600,330,336,619,590,0,0,1799,1851,217,7,152,39,19,268,14,191,44,19,8516.2,8708.7,192.5,152,11.253174,-8.988846,3257.63734199999,3.022171,-6.39310099999999,-69.7924690000002,4.141501,-6.016125,5.785898,48.019978,-7.50232,93.6859429999999
7,-117.97227872,33.93588137,0007,173.83198,677,731,2005,2180,11,11,1994,2169,484,484,193,247,658,714,475,476,183,238,575,568,0,0,977,1075,489,229,197,63,0,523,236,215,72,0,6009.2,6199.6,190.400000000001,7,15.0443,-6.500114,7318.630491,3.022171,-6.393093,-167.112574,8.918627,-6.016136,-38.6735380000001,18.011326,-4.035488,92.101631
337,-117.97998295,33.82791837,0337,132.005049,739,787,2562,2770,18,18,2544,2752,256,256,483,531,707,760,254,254,453,506,806,760,0,0,1001,1098,573,41,296,195,41,594,50,302,201,41,7727.1,7916.6,189.5,337,11.64515,-6.99824599999999,3440.212265,3.022168,-6.393101,-74.5721019999999,3.891773,-7.078712,-29.491784,16.92137,-15.204073,90.105285
191,-117.7589585,33.8823232,0191,104.970799,226,226,650,660,0,0,650,660,226,226,0,0,225,225,225,225,0,0,1359,1279,0,0,345,355,109,0,17,31,61,147,0,55,31,61,2311.2,2500.4,189.2,191,13.42366,-11.652519,2718.30424,3.022171,-6.393097,-80.282884,1.776958,-6.016128,-26.2499079999999,52.484338,-4.034682,98.361319
321,-117.97185453,33.83595288,0321,154.986395,754,779,1785,1880,0,0,1785,1880,76,101,678,678,664,695,69,92,595,603,2035,1900,0,0,832,889,321,8,100,127,86,339,14,106,133,86,5324.7,5511.6,186.900000000001,321,14.141319,-6.483486,4874.962644,3.022171,-6.393101,-66.927708,3.891773,-6.016133,-11.765767,14.265462,-5.115663,93.4639440000002
1404,-117.90018564,33.61843368,1404,75.806914,270,319,369,490,0,0,369,490,0,0,270,319,263,314,0,0,263,314,0,0,0,0,125,167,73,0,43,30,0,73,0,43,30,0,1368.4,1554.6,186.2,1404,1.690628,-16.050304,-6463.838971,3.022175,-6.393101,-105.11044,3.72009,-7.872363,-70.189844,9.02778900000001,-0.257486,93.503741
575,-118.00508129,33.78465867,0575,223.289947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093,238,422,2433,0,3218,250,514,2454,0,9560.3,9746.2,185.900000000001,575,13.799127,-9.13663099999999,2349.414178,2.87364899999999,-6.541622,-209.241062999999,9.391316,-6.015873,-2.69939599999997,85.140449,-11.63993,88.3389359999999
1676,-117.63814792,33.51073647,1676,223.388641,488,517,1496,1594,0,0,1496,1594,488,513,0,4,477,512,477,508,0,4,0,0,0,0,679,732,223,0,43,180,0,223,0,43,180,0,4624.8,4810.3,185.5,1676,20.203357,-9.424354,18224.142867,2.096344,-7.415283,-175.366715,3.879158,-5.620615,-73.708998,68.206581,-29.710629,79.0276539999999
1729,-117.62243824,33.45502205,1729,281.619169,753,753,2319,2351,0,0,2319,2351,609,609,144,144,727,731,591,593,136,138,0,0,0,0,993,1018,365,0,66,299,0,408,6,95,307,0,7217.1,7402.4,185.299999999999,1729,17.563919,-13.885015,13665.069513,0.284424000000001,-7.601126,-204.394019,3.879154,-9.127811,-166.74668,70.422592,-22.425988,94.9691649999999
